date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:06:34	1053/1053	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2028%20Sep%202018%2007:06:33%20GMT	http://localhost/robots.txt		(from )
10:06:39	163782/163782	U--MC-	200	updated ('OK')	text/html	date:Fri,%2028%20Sep%202018%2007:06:34%20GMT	http://localhost/miviaje/	C:/My%20Web%20Sites/patricia/localhost/miviaje/index.html	(from )
10:06:39	20452/20452	U-----	200	untouched ('')	image/jpeg	etag:%224fe4-575a910755ff3%22	http://localhost/miviaje/wp-content/uploads/2018/09/planty-8.jpg	C:/My%20Web%20Sites/patricia/localhost/miviaje/wp-content/uploads/2018/09/planty-8.jpg	(from http://localhost/miviaje/)
10:06:40	1743/1743	U-----	200	untouched ('OK')	text/css	etag:%226cf-5752d7e9c5678%22	http://localhost/miviaje/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=5.0.4	C:/My%20Web%20Sites/patricia/localhost/miviaje/wp-content/plugins/contact-form-7/includes/css/styles5560.css	(from http://localhost/miviaje/)
10:06:40	11232/11232	U-----	200	untouched ('OK')	text/css	etag:%222be0-57468e6aac5e8%22	http://localhost/miviaje/wp-includes/js/mediaelement/mediaelementplayer-legacy.min.css?ver=4.2.6-78496d1	C:/My%20Web%20Sites/patricia/localhost/miviaje/wp-includes/js/mediaelement/mediaelementplayer-legacy.min45a0.css	(from http://localhost/miviaje/)
10:06:40	82524/82524	U-----	200	untouched ('')	application/rss+xml	etag:%22e1507afd94743b56767c09cb340213a1%22	http://localhost/miviaje/feed/	C:/My%20Web%20Sites/patricia/localhost/miviaje/feed/index.html	(from http://localhost/miviaje/)
10:06:40	4068/4068	U-----	200	untouched ('OK')	text/css	etag:%22fe4-57468e6b181b4%22	http://localhost/miviaje/wp-includes/js/mediaelement/wp-mediaelement.min.css?ver=4.9.8	C:/My%20Web%20Sites/patricia/localhost/miviaje/wp-includes/js/mediaelement/wp-mediaelement.min5010.css	(from http://localhost/miviaje/)
10:06:40	4193/4193	U-----	200	untouched ('')	application/rss+xml	etag:%2221b1f19f3fb6399e13d9821df0ddef4e%22	http://localhost/miviaje/comments/feed/	C:/My%20Web%20Sites/patricia/localhost/miviaje/comments/feed/index.html	(from http://localhost/miviaje/)
10:06:40	735/735	U-----	200	untouched ('')	application/rss+xml	etag:%2221b1f19f3fb6399e13d9821df0ddef4e%22	http://localhost/miviaje/home-basic/feed/	C:/My%20Web%20Sites/patricia/localhost/miviaje/home-basic/feed/index.html	(from http://localhost/miviaje/)
10:06:41	5848/5848	U-----	200	untouched ('OK')	text/css	etag:%2216d8-557e90c3eec00%22	http://localhost/miviaje/wp-content/themes/salient/css/rgs.css?ver=8.5.4	C:/My%20Web%20Sites/patricia/localhost/miviaje/wp-content/themes/salient/css/rgs055d.css	(from http://localhost/miviaje/)
10:06:41	31000/31000	U-----	200	untouched ('OK')	text/css	etag:%227918-57491a7e53035%22	http://localhost/miviaje/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min.css?ver=4.7.0	C:/My%20Web%20Sites/patricia/localhost/miviaje/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min1849.css	(from http://localhost/miviaje/)
10:06:41	855855/855855	U-----	200	untouched ('OK')	text/css	etag:%22d0f2f-56d5358423380%22	http://localhost/miviaje/wp-content/themes/salient/style.css?ver=8.5.5	C:/My%20Web%20Sites/patricia/localhost/miviaje/wp-content/themes/salient/stylee69e.css	(from http://localhost/miviaje/)
10:06:41	10926/10926	U-----	200	untouched ('OK')	text/css	etag:%222aae-56b5c12ac5380%22	http://localhost/miviaje/wp-content/themes/salient/css/magnific.css?ver=6.3	C:/My%20Web%20Sites/patricia/localhost/miviaje/wp-content/themes/salient/css/magnificf801.css	(from http://localhost/miviaje/)
10:06:41	173849/173849	U-----	200	untouched ('OK')	text/css	etag:%222a719-56669a8d9d280%22	http://localhost/miviaje/wp-content/themes/salient/css/responsive.css?ver=8.5.5	C:/My%20Web%20Sites/patricia/localhost/miviaje/wp-content/themes/salient/css/responsivee69e.css	(from http://localhost/miviaje/)
10:06:42	10507/10507	U-----	200	untouched ('OK')	text/css	etag:%22290b-53bd20aaf8800%22	http://localhost/miviaje/wp-content/themes/salient/css/select2.css?ver=6.2	C:/My%20Web%20Sites/patricia/localhost/miviaje/wp-content/themes/salient/css/select2ae48.css	(from http://localhost/miviaje/)
10:06:42	208659/208659	U-----	200	untouched ('OK')	text/css	etag:%2232f13-575205d3664be%22	http://localhost/miviaje/wp-content/plugins/js_composer_salient/assets/css/js_composer.min.css?ver=5.4.7	C:/My%20Web%20Sites/patricia/localhost/miviaje/wp-content/plugins/js_composer_salient/assets/css/js_composer.min8b06.css	(from http://localhost/miviaje/)
10:06:42	97184/97184	U-----	200	untouched ('')	application/javascript	etag:%2217ba0-57468e6852685%22	http://localhost/miviaje/wp-includes/js/jquery/jquery.js?ver=1.12.4	C:/My%20Web%20Sites/patricia/localhost/miviaje/wp-includes/js/jquery/jqueryb8ff.js	(from http://localhost/miviaje/)
10:06:42	10056/10056	U-----	200	untouched ('')	application/javascript	etag:%222748-57468e67fd63e%22	http://localhost/miviaje/wp-includes/js/jquery/jquery-migrate.min.js?ver=1.4.1	C:/My%20Web%20Sites/patricia/localhost/miviaje/wp-includes/js/jquery/jquery-migrate.min330a.js	(from http://localhost/miviaje/)
10:06:42	29706/29706	U-----	200	untouched ('OK')	text/css	etag:%22740a-56401d7557480%22	http://localhost/miviaje/wp-content/themes/salient/css/ascend.css?ver=8.5.4	C:/My%20Web%20Sites/patricia/localhost/miviaje/wp-content/themes/salient/css/ascend055d.css	(from http://localhost/miviaje/)
10:06:43	156559/156559	U-----	200	untouched ('')	application/javascript	etag:%222638f-57468e6b7c096%22	http://localhost/miviaje/wp-includes/js/mediaelement/mediaelement-and-player.min.js?ver=4.2.6-78496d1	C:/My%20Web%20Sites/patricia/localhost/miviaje/wp-includes/js/mediaelement/mediaelement-and-player.min45a0.js	(from http://localhost/miviaje/)
10:06:43	1193/1193	U-----	200	untouched ('')	application/javascript	etag:%224a9-57468e6aa4cba%22	http://localhost/miviaje/wp-includes/js/mediaelement/mediaelement-migrate.min.js?ver=4.9.8	C:/My%20Web%20Sites/patricia/localhost/miviaje/wp-includes/js/mediaelement/mediaelement-migrate.min5010.js	(from http://localhost/miviaje/)
10:06:43	1045/1045	U-----	200	untouched ('')	application/xml	etag:%22415-57468e4c4b60d%22	http://localhost/miviaje/wp-includes/wlwmanifest.xml	C:/My%20Web%20Sites/patricia/localhost/miviaje/wp-includes/wlwmanifest.xml	(from http://localhost/miviaje/)
10:06:44	836/836	U-----	200	untouched ('')	text/xml	date:Fri,%2028%20Sep%202018%2006:57:42%20GMT	http://localhost/miviaje/xmlrpc.php?rsd	C:/My%20Web%20Sites/patricia/localhost/miviaje/xmlrpc0db0.php	(from http://localhost/miviaje/)
10:06:44	1306/1306	U-----	200	untouched ('')	image/png	etag:%2251a-57594e1fc6176%22	http://localhost/miviaje/wp-content/uploads/2018/09/cropped-4-2-32x32.png	C:/My%20Web%20Sites/patricia/localhost/miviaje/wp-content/uploads/2018/09/cropped-4-2-32x32.png	(from http://localhost/miviaje/)
10:06:44	25821/25821	U-----	200	untouched ('')	image/png	etag:%2264dd-57594e1fba37c%22	http://localhost/miviaje/wp-content/uploads/2018/09/cropped-4-2-192x192.png	C:/My%20Web%20Sites/patricia/localhost/miviaje/wp-content/uploads/2018/09/cropped-4-2-192x192.png	(from http://localhost/miviaje/)
10:06:44	28236/28236	U-----	200	untouched ('')	image/png	etag:%226e4c-57594e1fc2c5a%22	http://localhost/miviaje/wp-content/uploads/2018/09/cropped-4-2-180x180.png	C:/My%20Web%20Sites/patricia/localhost/miviaje/wp-content/uploads/2018/09/cropped-4-2-180x180.png	(from http://localhost/miviaje/)
10:06:46	14181/14181	U-----	200	untouched ('')	image/png	etag:%223765-57598f302bccd%22	http://localhost/miviaje/wp-content/uploads/2018/09/logo-real-2.png	C:/My%20Web%20Sites/patricia/localhost/miviaje/wp-content/uploads/2018/09/logo-real-2.png	(from http://localhost/miviaje/)
10:06:46	2444/2444	U-----	200	untouched ('')	text/xml	date:Fri,%2028%20Sep%202018%2006:57:50%20GMT	http://localhost/miviaje/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fmiviaje%2F&format=xml	C:/My%20Web%20Sites/patricia/localhost/miviaje/wp-json/oembed/1.0/embedea3a	(from http://localhost/miviaje/)
10:06:46	2312/2312	U-----	200	untouched ('')	application/json	date:Fri,%2028%20Sep%202018%2006:57:48%20GMT	http://localhost/miviaje/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fmiviaje%2F	C:/My%20Web%20Sites/patricia/localhost/miviaje/wp-json/oembed/1.0/embedc1b2.json	(from http://localhost/miviaje/)
10:06:46	56062/56062	U--MC-	200	updated ('OK')	application/json	date:Fri,%2028%20Sep%202018%2007:06:43%20GMT	http://localhost/miviaje/wp-json/	C:/My%20Web%20Sites/patricia/localhost/miviaje/wp-json/index.html	(from http://localhost/miviaje/)
